material_abbreviation,material_name,section,property_name,value,english,comments,unit,test_condition,source_file
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Viscosity,7.00 - 87.0,7.00 - 87.0 cP,Average value: 36800 cP Grade Count:35,cP,@Temperature 250 - 285 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Viscosity,7.00 - 87.0,7.00 - 87.0 cP,Average value: 36800 cP Grade Count:35,cP,@Load 1.20 - 5.00 kg,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Viscosity,8000 - 800000,8000 - 800000 cP,Average value: 36800 cP Grade Count:2,cP,@Shear Rate 1.00 - 100000 1/s,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Viscosity,8000 - 800000,8000 - 800000 cP,Average value: 36800 cP Grade Count:2,cP,@Temperature 230 - 270 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Viscosity Test,66.5 - 160,0.665 - 1.60 dl/g,Average value: 111 cm³/g Grade Count:20,cm³/g,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Viscosity Number,0.600 - 1.80,0.00600 - 1.80 dl/g,Average value: 113 cm³/g Grade Count:17,cm³/g,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Maximum Moisture Content,0.0200,0.0200,Average value: 0.0200 Grade Count:25,,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Maximum Moisture Content,0.200 - 0.200,0.200 - 0.200,Average value: 0.200 Grade Count:1,,@Temperature 120 - 120 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Maximum Moisture Content,0.200 - 0.200,0.200 - 0.200,Average value: 0.200 Grade Count:1,,@Time 299 - 299 sec,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Linear Mold Shrinkage,0.00100 - 0.0400,0.00100 - 0.0400 in/in,Average value: 0.0143 cm/cm Grade Count:313,cm/cm,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Linear Mold Shrinkage,0.00400 - 0.0150,0.00400 - 0.0150 in/in,Average value: 0.0136 cm/cm Grade Count:3,cm/cm,@Temperature 80.0 - 80.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Linear Mold Shrinkage,0.0180 - 0.0180,0.0180 - 0.0180 in/in,Average value: 0.0136 cm/cm Grade Count:2,cm/cm,@Temperature 260 - 260 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Linear Mold Shrinkage,0.0180 - 0.0180,0.0180 - 0.0180 in/in,Average value: 0.0136 cm/cm Grade Count:2,cm/cm,@Pressure 60.0 - 60.0 MPa,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,"Linear Mold Shrinkage, Transverse",0.00160 - 0.0400,0.00160 - 0.0400 in/in,Average value: 0.0161 cm/cm Grade Count:180,cm/cm,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,"Linear Mold Shrinkage, Transverse",0.00900 - 0.0170,0.00900 - 0.0170 in/in,Average value: 0.0153 cm/cm Grade Count:3,cm/cm,@Temperature 80.0 - 80.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,"Linear Mold Shrinkage, Transverse",0.0180 - 0.0180,0.0180 - 0.0180 in/in,Average value: 0.0153 cm/cm Grade Count:2,cm/cm,@Temperature 260 - 260 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,"Linear Mold Shrinkage, Transverse",0.0180 - 0.0180,0.0180 - 0.0180 in/in,Average value: 0.0153 cm/cm Grade Count:2,cm/cm,@Pressure 60.0 - 60.0 MPa,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Physical Properties,Melt Flow,3.00 - 570,3.00 - 570 g/10 min,Average value: 38.9 g/10 min Grade Count:191,g/10 min,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Hardness, Rockwell M",55.0 - 90.0,55.0 - 90.0,Average value: 80.5 Grade Count:50,,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Hardness, Rockwell R",107 - 120,107 - 120,Average value: 117 Grade Count:25,,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Hardness, Shore D",40.0 - 87.0,40.0 - 87.0,Average value: 74.3 Grade Count:24,,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Ball Indentation Hardness,50.0 - 160,7250 - 23200 psi,Average value: 132 MPa Grade Count:21,MPa,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Tensile Strength, Ultimate",26.0 - 178,3770 - 25800 psi,Average value: 74.3 MPa Grade Count:235,MPa,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Tensile Strength, Yield",21.0 - 166,3050 - 24100 psi,Average value: 65.1 MPa Grade Count:231,MPa,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Tensile Strength, Yield",22.0 - 105,3190 - 15200 psi,Average value: 63.5 MPa Grade Count:1,MPa,@Temperature -40.0 - 100 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Elongation at Break,0.600 - 300,0.600 - 300 %,Average value: 42.7% Grade Count:353,%,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Elongation at Break,>= 100,>= 100 %,Average value: 100% Grade Count:2,%,@Temperature 60.0 - 120 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Elongation at Yield,1.00 - 75.0,1.00 - 75.0 %,Average value: 6.94% Grade Count:179,%,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Modulus of Elasticity,0.420 - 23.4,60.9 - 3390 ksi,Average value: 5.18 GPa Grade Count:252,GPa,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Modulus of Elasticity,0.180 - 0.900,26.1 - 131 ksi,Average value: 0.505 GPa Grade Count:2,GPa,@Temperature 60.0 - 120 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Flexural Yield Strength,22.0 - 275,3190 - 39900 psi,Average value: 112 MPa Grade Count:315,MPa,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Flexural Yield Strength,14.0 - 127,2030 - 18400 psi,Average value: 60.8 MPa Grade Count:3,MPa,@Temperature 60.0 - 150 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Flexural Modulus,0.231 - 18.1,33.5 - 2620 ksi,Average value: 4.50 GPa Grade Count:311,GPa,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Flexural Modulus,0.500 - 5.80,72.5 - 841 ksi,Average value: 2.65 GPa Grade Count:3,GPa,@Temperature 60.0 - 150 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Flexural Strain at Break,2.00 - 6.00,2.00 - 6.00 %,Average value: 5.06% Grade Count:18,%,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Flexural Strain at Break,4.60 - 7.00,4.60 - 7.00 %,Average value: 5.84% Grade Count:2,%,@Temperature 60.0 - 150 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Flexural Strain at Yield,5.00 - 8.90,5.00 - 8.90 %,Average value: 7.00% Grade Count:22,%,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Adhesive Bond Strength,31.0 - 42.0,4500 - 6090 psi,Average value: 36.0 MPa Grade Count:10,MPa,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Izod Impact,5.00 - 186,3.69 - 137 ft-lb,Average value: 74.4 J Grade Count:77,J,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Izod Impact,30.0 - 144,22.1 - 106 ft-lb,Average value: 83.1 J Grade Count:25,J,@Temperature -30.0 - 20.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Izod Impact, Notched",0.0400 - 8.00,0.0749 - 15.0 ft-lb/in,Average value: 1.02 J/cm Grade Count:115,J/cm,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Izod Impact, Notched",0.300 - 0.300,0.562 - 0.562 ft-lb/in,Average value: 2.99 J/cm Grade Count:1,J/cm,@Temperature -20.0 - 20.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Izod Impact, Notched",1.30 - 5.70,2.44 - 10.7 ft-lb/in,Average value: 2.99 J/cm Grade Count:5,J/cm,@Temperature -40.0 - -20.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Izod Impact, Notched",1.30 - 5.70,2.44 - 10.7 ft-lb/in,Average value: 2.99 J/cm Grade Count:5,J/cm,@Thickness 1.57 - 3.18 mm,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Izod Impact, Unnotched",0.374 - 5340,0.700 - 10000 ft-lb/in,Average value: 7.29 J/cm Grade Count:85,J/cm,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Izod Impact, Unnotched",5.25 - 6.00,9.84 - 11.2 ft-lb/in,Average value: 5.81 J/cm Grade Count:4,J/cm,@Temperature -30.0 - 30.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Izod Impact, Notched (ISO)",1.98 - 170,0.942 - 80.9 ft-lb/in²,Average value: 11.4 kJ/m² Grade Count:144,kJ/m²,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Izod Impact, Notched (ISO)",2.00 - 20.0,0.952 - 9.52 ft-lb/in²,Average value: 9.04 kJ/m² Grade Count:54,kJ/m²,@Temperature -40.0 - -20.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Izod Impact, Unnotched (ISO)",4.20 kJ/m² - NB,2.00 ft-lb/in² - NB,Average value: 48.8 kJ/m² Grade Count:102,,@Temperature -40.0 - 30.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Izod Impact, Unnotched (ISO)",3.80 kJ/m² - NB,1.81 ft-lb/in² - NB,Average value: 88.9 kJ/m² Grade Count:27,,@Temperature -40.0 - 30.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Charpy Impact Unnotched,0.294 J/cm² - NB,1.40 ft-lb/in² - NB,Average value: 13.2 J/cm² Grade Count:144,,@Temperature -40.0 - -20.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Charpy Impact Unnotched,2.50 J/cm² - NB,11.9 ft-lb/in² - NB,Average value: 14.2 J/cm² Grade Count:89,,@Temperature -40.0 - -20.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Charpy Impact, Notched",0.120 J/cm² - NB,0.571 ft-lb/in² - NB,Average value: 1.01 J/cm² Grade Count:188,,@Temperature -40.0 - -20.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Charpy Impact, Notched",0.200 - 2.50 J/cm²,0.952 - 11.9 ft-lb/in²,Average value: 0.746 J/cm² Grade Count:95,,@Temperature -40.0 - -20.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Gardner Impact,0.904 - 40.0,0.667 - 29.5 ft-lb,Average value: 28.8 J Grade Count:8,J,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Tensile Impact Strength,65.0 - 160,30.9 - 76.1 ft-lb/in²,Average value: 112 kJ/m² Grade Count:3,kJ/m²,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Dart Drop, Total Energy",2.00 - 140,1.48 - 103 ft-lb,Average value: 21.2 J Grade Count:48,J,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Puncture Energy,15.0 - 16.0,11.1 - 11.8 ft-lb,Average value: 15.5 J Grade Count:2,J,@Temperature -30.0 - 30.0 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,Coefficient of Friction,0.130 - 0.660,0.130 - 0.660,Average value: 0.346 Grade Count:28,,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Coefficient of Friction, Static",0.130 - 0.730,0.130 - 0.730,Average value: 0.362 Grade Count:25,,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Tensile Creep Modulus, 1 hour",1500 - 2400,218000 - 348000 psi,Average value: 2020 MPa Grade Count:6,MPa,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,"Tensile Creep Modulus, 1000 hours",950 - 11000,138000 - 1.60e+6 psi,Average value: 2000 MPa Grade Count:12,MPa,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Mechanical Properties,K (wear) Factor,4.03 - 423 x 10⁻⁸,2.00 - 210 x 10⁻¹⁰ in³-min/ft-lb-hr,Average value: 114 x 10⁻⁸ mm³/N-M Grade Count:24,mm³/N-M,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Electrical Properties,Electrical Resistivity,1000 - 1.20e+17,1000 - 1.20e+17 ohm-cm,Average value: 1.61e+16 ohm-cm Grade Count:176,ohm-cm,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Electrical Properties,Surface Resistance,10.0 - 2.00e+17,10.0 - 2.00e+17 ohm,Average value: 5.58e+15 ohm Grade Count:136,ohm,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Electrical Properties,Dielectric Constant,2.90 - 4.20,2.90 - 4.20,Average value: 3.39 Grade Count:147,,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Electrical Properties,Dielectric Strength,14.0 - 140,356 - 3560 kV/in,Average value: 23.7 kV/mm Grade Count:144,kV/mm,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Electrical Properties,Dissipation Factor,0.00100 - 0.0330,0.00100 - 0.0330,Average value: 0.0112 Grade Count:135,,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Electrical Properties,Arc Resistance,60.0 - 240,60.0 - 240 sec,Average value: 132 sec Grade Count:48,sec,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Electrical Properties,Comparative Tracking Index,120 - 600,120 - 600 V,Average value: 538 V Grade Count:113,V,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Electrical Properties,"Hot Wire Ignition, HWI",7.00 - 120,7.00 - 120 sec,Average value: 52.5 sec Grade Count:12,sec,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Electrical Properties,"High Amp Arc Ignition, HAI",15.0 - 120,15.0 - 120 arcs,Average value: 102 arcs Grade Count:12,arcs,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Electrical Properties,"High Voltage Arc-Tracking Rate, HVTR",0.000 - 25.4,0.000 - 1.00 in/min,Average value: 12.3 mm/min Grade Count:7,mm/min,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,"CTE, linear",12.0 - 170,6.67 - 94.4 µin/in-°F,Average value: 76.8 µm/m-°C Grade Count:231,µm/m-°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,"CTE, linear",25.2 - 171,14.0 - 95.0 µin/in-°F,Average value: 139 µm/m-°C Grade Count:18,µm/m-°C,@Temperature 20.0 - 150 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,"CTE, linear, Transverse to Flow",36.0 - 150,20.0 - 83.3 µin/in-°F,Average value: 96.8 µm/m-°C Grade Count:160,µm/m-°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,"CTE, linear, Transverse to Flow",90.0 - 170,50.0 - 94.4 µin/in-°F,Average value: 151 µm/m-°C Grade Count:14,µm/m-°C,@Temperature 22.8 - 150 °C,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,Specific Heat Capacity,1.50 - 1.97,0.359 - 0.471 BTU/lb-°F,Average value: 1.66 J/g-°C Grade Count:7,J/g-°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,Thermal Conductivity,0.131 - 0.330,0.910 - 2.29 BTU-in/hr-ft²-°F,Average value: 0.236 W/m-K Grade Count:13,W/m-K,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,Melting Point,200 - 271,392 - 520 °F,Average value: 224 °C Grade Count:164,°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,"Maximum Service Temperature, Air",60.0 - 200,140 - 392 °F,Average value: 142 °C Grade Count:16,°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,Hot Ball Pressure Test,125 - 200,257 - 392 °F,Average value: 150 °C Grade Count:13,°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,Deflection Temperature at 0.46 MPa (66 psi),55.0 - 387,131 - 728 °F,Average value: 165 °C Grade Count:284,°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,Deflection Temperature at 1.8 MPa (264 psi),45.0 - 216,113 - 421 °F,Average value: 100 °C Grade Count:362,°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,Deflection Temperature at 8.0 MPa,45.0 - 48.0,113 - 118 °F,Average value: 45.8 °C Grade Count:4,°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,Vicat Softening Point,65.0 - 221,149 - 430 °F,Average value: 189 °C Grade Count:104,°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,"Glass Transition Temp, Tg",60.0,140 °F,Average value: 60.0 °C Grade Count:15,°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,"UL RTI, Electrical",75.0 - 150,167 - 302 °F,Average value: 100 °C Grade Count:45,°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,"UL RTI, Mechanical with Impact",75.0 - 140,167 - 284 °F,Average value: 94.3 °C Grade Count:45,°C,,Polymers_material_data.csv
PBT,"Polybutylene Terephthalate (PBT), Unreinforced, Molded",Thermal Properties,"UL RTI, Mechanical without Impact",75.0 - 150,167 - 302 °F,Average value: 101 °C Grade Count:45,°C,,Polymers_material_data.csv
